Rating,Roaster,Coffee_Name,Review_Date,Review_Description,Complete_Review_URL,Roaster_Website_URL,Roaster Location,Coffee Origin,Roast Level,Aroma,Acidity/Structure,Acidity,Body,Flavor,Aftertaste,Agtron,Blind Assessment,Notes,Bottom Line,url,Price
92,Mr. Espresso,Organic Ethiopia Shantawene Natural,Nov 2021,"Crisp, lively, citrus-toned. Meyer lemon zest, plum, cocoa nib, freesia-like flowers, agave syrup in aroma and cup. Sweet-tart structure with brisk acidity; full, syrupy-smooth mouthfeel. The finish leads with Meyer lemon and cocoa notes supported by a hint of agave syrup.",https://www.coffeereview.com/review/organic-ethiopia-shantawene-natural/,,"Oakland, California","Sidama (also Sidamo) growing region, southern Ethiopia",Medium-Light,8,8,,9						,9,8,56/78,"Crisp, lively, citrus-toned. Meyer lemon zest, plum, cocoa nib, freesia-like flowers, agave syrup in aroma and cup. Sweet-tart structure with brisk acidity; full, syrupy-smooth mouthfeel. The finish leads with Meyer lemon and cocoa notes supported by a hint of agave syrup.",Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian landrace varieties of Arabica long grown in the region. This lot was processed by the natural method (dried in the whole fruit). Certified USDA Organic. Mr. Espresso is a San Francisco Bay Area wholesale roaster and espresso parts distributor that slow-roasts its coffees using traditional wood-fired roasting machines. Visit www.mrespresso.com or call 510-287-5200 for more information.,A clean natural-processed Ethiopia cup centered around citrus and cocoa notes with a backdrop of spicy florals.,https://www.coffeereview.com/review/organic-ethiopia-shantawene-natural/,$17.00/12 ounces
91,Coffee By Design,Ethiopia Sidama Durato Bombe,Nov 2021,"Aromatic, wood-framed, berry-toned. Berry melange, fresh-cut cedar, agave syrup, lily, grapefruit zest in aroma and cup. Sweet structure with gentle, round acidity; crisp, silky mouthfeel. Wood-framed finish with berry and grapefruit undertones.",https://www.coffeereview.com/review/ethiopia-sidama-durato-bombe/,,"Portland, Maine","Bombe mountains, Sidama Region, southern Ethiopia",Medium-Light,8,8,,8						,9,8,59/77,"Aromatic, wood-framed, berry-toned. Berry melange, fresh-cut cedar, agave syrup, lily, grapefruit zest in aroma and cup. Sweet structure with gentle, round acidity; crisp, silky mouthfeel. Wood-framed finish with berry and grapefruit undertones.","Coffees from the Sidama region like this one are produced from distinctive, largely indigenous Ethiopian landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com.","A berry- and aromatic wood-framed natural-processed Ethiopia cup, sweet and gently inviting.",https://www.coffeereview.com/review/ethiopia-sidama-durato-bombe/,$18.50/16 ounces
92,Old Soul Co.,Ethiopia Lecho Torka,Nov 2021,"Flavor-saturated, sweetly tart. Candy apple, lime zest, cocoa nib, freesia-like flowers, fresh-cut fir in aroma and cup. Gently tart structure with crisp acidity; velvety-smooth mouthfeel. Wood-framed finish with undertones of cocoa nib and lime zest.",https://www.coffeereview.com/review/ethiopia-lecho-torka/,,"Sacramento, California","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,9,8,,8						,9,8,57/75,"Flavor-saturated, sweetly tart. Candy apple, lime zest, cocoa nib, freesia-like flowers, fresh-cut fir in aroma and cup. Gently tart structure with crisp acidity; velvety-smooth mouthfeel. Wood-framed finish with undertones of cocoa nib and lime zest.","Guji is a coffee-growing region nestled next to Ethiopia's longer-known Yirgacheffe and Sidamo regions. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Old Soul is a roastery, bakery and crafter of artisanal goods dedicated to quality in every form. Visit www.oldsoulco.com or call 916-443-7685 for more information.","A deeply sweet, gently tart washed Ethiopia cup with nicely integrated aromatic wood notes.",https://www.coffeereview.com/review/ethiopia-lecho-torka/,$20.00/12 ounces
92,Coffee Cycle,Ethiopia Nano Genji #10,Nov 2021,"Vibrant, richly chocolaty. Baking chocolate, orange grapefruit zest, apricot, almond, lemon-thyme in aroma and cup. Sweet-tart structure with brisk acidity; full, velvety mouthfeel. Citrusy, chocolate-toned finish with undertones of sweet herbs.",https://www.coffeereview.com/review/ethiopia-nano-genji-10/,,"San Diego, California","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,9,8,,8						,9,8,58/80,"Vibrant, richly chocolaty. Baking chocolate, orange grapefruit zest, apricot, almond, lemon-thyme in aroma and cup. Sweet-tart structure with brisk acidity; full, velvety mouthfeel. Citrusy, chocolate-toned finish with undertones of sweet herbs.","Produced from indigenous Ethiopian landrace tree varieties long grown in the region and processed by the washed method (fruit skin and pulp are removed before drying). What began as a bike-powered mobile coffee shop born out of founder Chris O’Brien’s love of cycling now has a permanent home in San Diego, where he roasts and serves coffee to guests. Visit www.coffee-cycle.com for more information.","A chocolaty, citrusy, sweetly herbaceous washed Ethiopia cup.",https://www.coffeereview.com/review/ethiopia-nano-genji-10/,$16.00/250 grams
90,Mr. Espresso,Guatemala CODECH Women’s Lot,Nov 2021,"Rich-toned, sweetly nutty. Almond butter, baking chocolate, date, magnolia, cedar in aroma and cup. Sweet structure with gently brisk acidity; full, satiny
mouthfeel. The finish is nut-driven with undertones of baking chocolate and cedar.",https://www.coffeereview.com/review/guatemala-codech-womens-lot/,,"Oakland, California","Concepción Huista, Huehuetenango Department, Guatemala",Medium-Light,8,8,,8						,8,8,54/74,"Rich-toned, sweetly nutty. Almond butter, baking chocolate, date, magnolia, cedar in aroma and cup. Sweet structure with gently brisk acidity; full, satiny
mouthfeel. The finish is nut-driven with undertones of baking chocolate and cedar.","Produced by smallholding members of CODECH (Coordinadora de Organizaciones de Desarrollo Concepción Huista), founded to promote socio-economic development for the local community. Mr. Espresso is a San Francisco Bay Area wholesale roaster and espresso parts distributor that slow-roasts its coffees using traditional wood-fired roasting machines. Visit www.mrespresso.com or call 510-287-5200 for more information.","Produced by women farmers. A balanced, richly nut-toned Guatemala cup — sweet, deep, friendly, affordable.",https://www.coffeereview.com/review/guatemala-codech-womens-lot/,$15.00/12 ounces
90,Coffee By Design,Ethiopia Yirgacheffe Worka Sakaro Anaerobic,Nov 2021,"Quietly bittersweet, cocoa-toned. Lime zest, cocoa powder, hop flowers, cedar, persimmon in aroma and cup. Bittersweet structure with brisk acidity; lightly satiny mouthfeel. The finish centers around notes of cocoa powder and hop flowers.",https://www.coffeereview.com/review/ethiopia-yirgacheffe-worka-sakaro-anaerobic/,,"Portland, Maine","Gedeb District, Gedeo Zone, southern Ethiopia",Light,8,8,,8						,8,8,62/84,"Quietly bittersweet, cocoa-toned. Lime zest, cocoa powder, hop flowers, cedar, persimmon in aroma and cup. Bittersweet structure with brisk acidity; lightly satiny mouthfeel. The finish centers around notes of cocoa powder and hop flowers.","Southern Ethiopia coffees like this one are largely produced from traditional Ethiopian landrace varieties of Arabica long grown in the region. Processed by the natural anaerobic method in which the coffee cherries are fermented in the whole fruit with limited access to oxygen before they are dried. Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com.",A low-key anaerobically processed Yirgacheffe cup with bittersweet floral notes and a hint of lime zest.,https://www.coffeereview.com/review/ethiopia-yirgacheffe-worka-sakaro-anaerobic/,$18.50/12 ounces
94,Coffee Cycle,Kenya Kainamui AB,Nov 2021,"Juicy, bright, deeply sweet-savory. Candied violet, black cherry, honey, almond butter, cedar in aroma and cup. Richly sweet structure with bright, phosphoric acidity; satiny-full mouthfeel. Juicy in the short finish with notes of honey and black cherry in the long.",https://www.coffeereview.com/review/kenya-kainamui-ab/,,"San Diego, California","Kirinyaga County, Kenya",Medium-Light,9,9,,9						,9,8,58/76,"Juicy, bright, deeply sweet-savory. Candied violet, black cherry, honey, almond butter, cedar in aroma and cup. Richly sweet structure with bright, phosphoric acidity; satiny-full mouthfeel. Juicy in the short finish with notes of honey and black cherry in the long.","Despite challenges ranging from contested government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, Kenya continues to produce some of the world’s most elegant and distinctive coffees. What began as a bike-powered mobile coffee shop born out of founder Chris O’Brien’s love of cycling now has a permanent home in San Diego, where he roasts and serves coffee to guests. Visit www.coffee-cycle.com for more information.","A deep-toned, multi-layered Kenya cup with notes of tart fruit, rich nut tones, and sweet florals throughout.",https://www.coffeereview.com/review/kenya-kainamui-ab/,$16.50/250 grams
95,Hula Daddy Kona Coffee,Kona Mocca®,Nov 2021,"Exuberantly sweet-toned, richly floral. Dark chocolate, narcissus, sandalwood, blood orange zest, cedar in aroma and cup. Sweet-toned structure with bright, fruity acidity; full, satiny mouthfeel. The finish centers around citrus, chocolate, and flowers.",https://www.coffeereview.com/review/kona-mocca-5/,http://bit.ly/2oBDGmP,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,9,9,,9						,9,9,57/78,"Exuberantly sweet-toned, richly floral. Dark chocolate, narcissus, sandalwood, blood orange zest, cedar in aroma and cup. Sweet-toned structure with bright, fruity acidity; full, satiny mouthfeel. The finish centers around citrus, chocolate, and flowers.","Mocca (also spelled Moka and Mokka) is a rare variety of Arabica that apparently originated in the Reunion Islands as a mutant of the great Bourbon variety. This Mocca was processed by the natural method (dried in the whole fruit). This unusual coffee with its tiny beans and striking cup is available only on the Hula Daddy website through their allocation list. Hula Daddy is a boutique coffee producer with farms at the 1,400- and 2,500-foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. This coffee was produced at the higher elevation Hula Daddy farm. Available only via allocation list. Visit www.huladaddy.com or call 888-553-2339 for more information.","A juicy-sweet, richly aromatic coffee from the rare Mocca variety of Arabica with notes of citrus fruit and florals throughout.",https://www.coffeereview.com/review/kona-mocca-5/,$89.95/8 ounces
95,Hula Daddy Kona Coffee,Karen J Kona Red Bourbon,Nov 2021,"Floral-toned, delicately chocolaty. Lilac, cocoa nib, red currant, honey, pink grapefruit zest in aroma and cup. Richly sweet structure; bright, balanced acidity. Syrupy-smooth mouthfeel. The finish leads with cocoa nib and concludes with honey-toned red currant.",https://www.coffeereview.com/review/karen-j-kona-red-bourbon-2/,http://bit.ly/2oBDGmP,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,9,9,,9						,9,9,56/78,"Floral-toned, delicately chocolaty. Lilac, cocoa nib, red currant, honey, pink grapefruit zest in aroma and cup. Richly sweet structure; bright, balanced acidity. Syrupy-smooth mouthfeel. The finish leads with cocoa nib and concludes with honey-toned red currant.","Produced entirely from trees of the Red Bourbon variety of Arabica and grown on Hula Daddy’s higher elevation farm; processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). This presentation of the coffee is named for co-owner Karen Paterson, whose middle name is Jue and whose favorite coffee is the Red Bourbon. Hula Daddy is a boutique coffee producer with farms at the 1,400 and 2,500 foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. Visit www.huladaddy.com or call 888-553-2339 for more information.",We’ve said it before: This coffee emerges on our cupping table each year with consistent sensory success. This year’s version is lushly floral with elegant cocoa notes and a hint of citrus.,https://www.coffeereview.com/review/karen-j-kona-red-bourbon-2/,$49.95/8 ounces
93,Cafe Kreyol,Ethiopian Sweet Lily,Nov 2021,"Richly sweet, floral-toned. Magnolia, almond, maple syrup, plum, myrrh in aroma and cup. Sweetly tart structure, with bright, juicy acidity; delicate, silky mouthfeel. The richly drying finish centers around notes of almond and myrrh.",https://www.coffeereview.com/review/ethiopian-sweet-lily/,https://cafekreyol.com/,"Manassas, Virginia","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,9,9,,8						,9,8,56/72,"Richly sweet, floral-toned. Magnolia, almond, maple syrup, plum, myrrh in aroma and cup. Sweetly tart structure, with bright, juicy acidity; delicate, silky mouthfeel. The richly drying finish centers around notes of almond and myrrh.","Produced by smallholding farmers around the Biru Bekele washing station, largely produced from distinctive indigenous Ethiopian landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Cafe Kreyol is a roaster in Manassas, Virginia with the mission of creating sustainable employment by way of specialty coffee. Visit www.cafekreyol.com or call 571-719-7018 for more information.",A deeply sweet natural-processed Ethiopia coffee with magnolia-like floral notes and an undercurrent of stone fruit and myrrh.,https://www.coffeereview.com/review/ethiopian-sweet-lily/,$15.99/12 ounces
93,Temple Coffee Roasters,Kenya Gachatha Nyeri,Nov 2021,"Delicately sweet, deeply savory. Butterscotch, cocoa nib, black currant, frankincense, marjoram in aroma and cup. Crisply sweet-tart structure with balanced acidity; full, syrupy-smooth mouthfeel. The cocoa-toned finish is supported by notes of butterscotch and marjoram.",https://www.coffeereview.com/review/kenya-gachatha-nyeri/,https://www.templecoffee.com,"Sacramento, California","Nyeri growing region, south-central Kenya",Medium-Light,9,8,,9						,9,8,58/76,"Delicately sweet, deeply savory. Butterscotch, cocoa nib, black currant, frankincense, marjoram in aroma and cup. Crisply sweet-tart structure with balanced acidity; full, syrupy-smooth mouthfeel. The cocoa-toned finish is supported by notes of butterscotch and marjoram.","Despite challenges ranging from unclear government coffee policy and urban encroachment on prime coffee lands to chronically unstable weather, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world’s most elegant and distinctive coffees. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","Richly aromatic, deeply sweet, boldly savory, and very satisfying.",https://www.coffeereview.com/review/kenya-gachatha-nyeri/,$23.50/12 ounces
90,Cafe Kreyol,Bolivia Apolo Latin America Microlot,Nov 2021,"Deep-toned, crisply chocolaty. Baking chocolate, cashew, orange zest, cedar, date in aroma and cup. Sweet structure with gentle acidity; full, creamy mouthfeel. The lightly drying finish leads with notes of baking chocolate and cedar.",https://www.coffeereview.com/review/bolivia-apolo-latin-america-microlot/,https://cafekreyol.com/,"Manassas, Virginia",Bolivia,Medium-Light,8,8,,9						,8,7,50/77,"Deep-toned, crisply chocolaty. Baking chocolate, cashew, orange zest, cedar, date in aroma and cup. Sweet structure with gentle acidity; full, creamy mouthfeel. The lightly drying finish leads with notes of baking chocolate and cedar.","Produced by smallholding farmers of the Mulihuari community, and processed by the washed method. Cafe Kreyol is a roaster in Manassas, Virginia with the mission of creating sustainable employment by way of specialty coffee. Visit www.cafekreyol.com or call 571-719-7018 for more information.","A crisp, richly full-bodied Bolivia cup with soft acidity and pleasing chocolate notes throughout.",https://www.coffeereview.com/review/bolivia-apolo-latin-america-microlot/,$15.99/12 ounces
92,Temple Coffee Roasters,Ethiopia Gora Kone Sidamo,Nov 2021,"Brightly sweet-tart. Pomegranate, cedar, baking chocolate, freesia-like flowers, brown sugar in aroma and cup. Sweet-tart structure with pert acidity; crisp, velvety mouthfeel. The gently drying finish leads with notes of baking chocolate and freesia, rounding to cedar and brown sugar in the long.",https://www.coffeereview.com/review/ethiopia-gora-kone-sidamo-2/,https://www.templecoffee.com,"Sacramento, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,9,8,,8						,9,8,57/79,"Brightly sweet-tart. Pomegranate, cedar, baking chocolate, freesia-like flowers, brown sugar in aroma and cup. Sweet-tart structure with pert acidity; crisp, velvety mouthfeel. The gently drying finish leads with notes of baking chocolate and freesia, rounding to cedar and brown sugar in the long.","Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",An engaging natural-processed Ethiopia cup with tart fruit and spice-toned flowers.,https://www.coffeereview.com/review/ethiopia-gora-kone-sidamo-2/,$20.00/12 ounces
91,Cafe Kreyol,Organic 18 Rabbits Honduras,Nov 2021,"Quietly nuanced, nut-forward. Hazelnut, caramel, grapefruit, fresh-cut fir, a hint of gardenia in aroma and cup. Sweetly brisk structure; velvety mouthfeel. The nut-toned finish is supported by caramel and spice-toned florals.",https://www.coffeereview.com/review/organic-18-rabbits-honduras/,https://cafekreyol.com/,"Manassas, Virginia","Marcala, Honduras",Medium-Light,8,8,,8						,9,8,58/74,"Quietly nuanced, nut-forward. Hazelnut, caramel, grapefruit, fresh-cut fir, a hint of gardenia in aroma and cup. Sweetly brisk structure; velvety mouthfeel. The nut-toned finish is supported by caramel and spice-toned florals.","18 Rabbits (18 Conejos) is a collective of farms all owned by different members of the Zelaya Ontreras family. Dulce Marlen, the owner of Finca Dulce Luna, is the matriarch of the family and the owner of 18 Rabbit exports. Cafe Kreyol is a roaster in Manassas, Virginia with the mission of creating sustainable employment by way of specialty coffee. Visit www.cafekreyol.com or call 571-719-7018 for more information.","A sweet, delicately nut-toned honey-processed Honduras cup.",https://www.coffeereview.com/review/organic-18-rabbits-honduras/,$12.99/12 ounces
94,Theory Coffee Roasters,Ethiopia Olonso Qeka,Nov 2021,"Fruit-driven, floral and chocolaty. Chocolate fudge, dried black cherry, lavender, amber, honey in aroma and cup. Sweet-tart structure with very bright acidity; plush, syrupy mouthfeel. The resonant finish consolidates to notes of chocolate and black cherry with amber undertones.",https://www.coffeereview.com/review/ethiopia-olonso-qeka/,https://theorycoffee.com/,"Redding, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,9,9,,9						,9,8,58/80,"Fruit-driven, floral and chocolaty. Chocolate fudge, dried black cherry, lavender, amber, honey in aroma and cup. Sweet-tart structure with very bright acidity; plush, syrupy mouthfeel. The resonant finish consolidates to notes of chocolate and black cherry with amber undertones.","Produced by Sedaqa Olonso Qeka entirely from trees of the Zipa variety of Arabica, and processed by the anaerobic natural method, in which the coffee is fermented in the whole fruit with limited access to oxygen before drying. Theory Coffee Roasters is a specialty roaster and coffee shop based in Redding, California. Visit www.theorycoffee.com for more information.","An intensely aroma- and flavor-saturated anaerobic-processed Ethiopia coffee: fruity, floral, richly chocolaty.",https://www.coffeereview.com/review/ethiopia-olonso-qeka/,$35.00/300 grams
94,T.S.E. Custom Roastery,Ethiopia Wate Mini Natural Espresso,Nov 2021,"Evaluated as espresso. Richly aromatic, deeply sweet-tart. Dried apricot, cedar, lilac, almond, dark chocolate in aroma and small cup. Syrupy-smooth mouthfeel; crisply fruit-toned finish. In cappuccino-scaled milk, apricot and lilac notes are particularly inviting.",https://www.coffeereview.com/review/ethiopia-wate-mini-natural-espresso/,,"Taipei, Taiwan","Hambela Dimtu, Guji, Ethiopia",Medium-Light,9,,,9						,9,8,58/80,"Evaluated as espresso. Richly aromatic, deeply sweet-tart. Dried apricot, cedar, lilac, almond, dark chocolate in aroma and small cup. Syrupy-smooth mouthfeel; crisply fruit-toned finish. In cappuccino-scaled milk, apricot and lilac notes are particularly inviting.",Southern Ethiopia coffees like this one are largely produced from distinctive indigenous Ethiopian landrace varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). The Singing Elephant Coffee Roastery is a specialty coffee roaster and cafe based in Taipei. Visit https://www.facebook.com/TSECUSTOMROASTERY for more information.,"A crisp, fruit-forward natural-processed Ethiopia roasted for espresso, with notes of dried stone fruit, dark chocolate, and sweet-toned florals.",https://www.coffeereview.com/review/ethiopia-wate-mini-natural-espresso/,NT $350/227 grams
93,Peach Coffee Roasters,Colombia La Estrella Carbonic Maceration,Nov 2021,"Delicately and confidently sweet. Watermelon candy, lemon-thyme, cocoa nib, freesia, fresh-cut oak in aroma and cup. Sweet-tart structure with brisk acidity; very smooth, full mouthfeel. Sweetly herbaceous finish.",https://www.coffeereview.com/review/colombia-la-estrella-carbonic-maceration/,,"Johns Creek, Georgia","Huila Department, Colombia",Medium-Light,9,8,,9						,9,8,52/70,"Delicately and confidently sweet. Watermelon candy, lemon-thyme, cocoa nib, freesia, fresh-cut oak in aroma and cup. Sweet-tart structure with brisk acidity; very smooth, full mouthfeel. Sweetly herbaceous finish.","Produced by Jairo Ivan Lopez entirely of the Geisha variety of Arabica, and processed by the carbonic maceration method, which involves fermenting whole coffee fruit inside a sealed container that has been flushed with CO2, then drying the coffee still in the whole fruit. Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit peachcoffeeroasters.com for more information.","A carbonic macerated coffee that meanders pleasingly through notes of candy-like sweetness and spicy florals, atop a base of sweet herbs and cocoa nib.",https://www.coffeereview.com/review/colombia-la-estrella-carbonic-maceration/,$28.00/12 ounces
96,Taster’s Coffee,Ethiopia Sidama Bensa Farmer Tamiru 74158 Natural,Nov 2021,"Passion fruit, dark chocolate, frankincense, wisteria, sandalwood in aroma and cup. Richly sweet-tart structure with high-toned, juicy acidity; plush, syrupy mouthfeel. Lasting, flavor-saturated finish with nuanced layers of fruit and florals into the long.",https://www.coffeereview.com/review/ethiopia-sidama-bensa-farmer-tamiru-74158-natural/,,"New Taipei City, Taiwan","Sidama growing region, southern Ethiopia",Light,9,9,,9						,10,9,64/82,"Passion fruit, dark chocolate, frankincense, wisteria, sandalwood in aroma and cup. Richly sweet-tart structure with high-toned, juicy acidity; plush, syrupy mouthfeel. Lasting, flavor-saturated finish with nuanced layers of fruit and florals into the long.","This exceptional coffee was selected as the No. 18 coffee on Coffee Review’s list of the Top 30 Coffees of 2021. Produced by Tamiru Tadesse Tasema entirely of the 74158 variety of Arabica, and processed by a controlled natural method that involves drying a single layer of coffee slowly, at high altitude, for 27 days. Taster’s Coffee is a nano-roaster based in new Taipei City, Taiwan. Visit www.tasterscoffee.com for more information.","Focused, elegant, high-toned, juicy: a complex, integrated, tropical fruit- and floral-toned single variety natural-processed Ethiopia cup.",https://www.coffeereview.com/review/ethiopia-sidama-bensa-farmer-tamiru-74158-natural/,NT $575/4 ounces
92,Desolate Cafe,Honeydew Costa Rica,Nov 2021,"Crisply sweet-tart. Candied apple, pecan, clove, magnolia, fresh-cut fir in aroma and cup. Sweet-toned structure with brisk acidity; very full, syrupy mouthfeel. Wood-framed, sweetly nut-toned finish.",https://www.coffeereview.com/review/honeydew-costa-rica/,https://desolatecoffee.com/,"Nantou, Taiwan","San Vito, Puntarenas Province, Costa Rica",Light,8,8,,9						,9,8,62/80,"Crisply sweet-tart. Candied apple, pecan, clove, magnolia, fresh-cut fir in aroma and cup. Sweet-toned structure with brisk acidity; very full, syrupy mouthfeel. Wood-framed, sweetly nut-toned finish.","Produced at La Abejilla Farm entirely of the Venecia variety of Arabica, and processed by the honey method, in which some sweet pulp or fruit flesh (“honey”) is allowed to adhere to the beans during drying. Desolate Cafe is a specialty roaster in Nantou, Taiwan. The shop offers coffee, homemade desserts, and other foods. For more information, visit www.desolatecoffee.com.","A crisp, balanced honey-processed Costa Rica cup with candy-like sweetness and rich aromatic wood notes.",https://www.coffeereview.com/review/honeydew-costa-rica/,NT $500/227 grams
94,Desolate Cafe,BNT Espresso Blend,Nov 2021,"Evaluated as espresso. Richly chocolaty, sweetly tart. Black cherry, dark chocolate, honeysuckle, almond brittle, cedar in aroma and small cup. Crisp, syrupy
mouthfeel; chocolaty, richly wood-framed finish. In three parts milk, sweet-tartness persists alongside deep chocolate notes.",https://www.coffeereview.com/review/bnt-espresso-blend-2/,https://desolatecoffee.com/,"Nantou, Taiwan",Ethiopia; Guatemala; Honduras,Medium-Light,9,,,9						,9,8,56/72,"Evaluated as espresso. Richly chocolaty, sweetly tart. Black cherry, dark chocolate, honeysuckle, almond brittle, cedar in aroma and small cup. Crisp, syrupy
mouthfeel; chocolaty, richly wood-framed finish. In three parts milk, sweet-tartness persists alongside deep chocolate notes.","A blend of three coffees: a natural-processed Ethiopia and two washed-process, a Guatemala and a Honduras, roasted for espresso. Desolate Cafe is a specialty roaster in Nantou, Taiwan. The shop offers coffee, homemade desserts, and other foods. For more information, visit www.desolatecoffee.com.","A chocolate-driven, gently fruit-toned espresso blend, pleasingly tart in both straight shot and milk.",https://www.coffeereview.com/review/bnt-espresso-blend-2/,NT $350/227 grams
93,Café Chiayi J11,Chiayi Blend,Nov 2021,"Rich-toned, deeply sweet. Almond brittle, narcissus, pear, marjoram, fresh-cut cedar in aroma and cup. Sweet structure with brisk acidity; very smooth, creamy mouthfeel. The nut-toned finish is nicely complicated by narcissus and a hint of marjoram.",https://www.coffeereview.com/review/chiayi-blend/,,"Chia-Yi, Taiwan",Colombia; Brazil; Kenya,Medium-Light,9,8,,9						,9,8,56/72,"Rich-toned, deeply sweet. Almond brittle, narcissus, pear, marjoram, fresh-cut cedar in aroma and cup. Sweet structure with brisk acidity; very smooth, creamy mouthfeel. The nut-toned finish is nicely complicated by narcissus and a hint of marjoram.","A blend of coffees from Colombia, Brazil, and Kenya. Café Chiayi J11 is a small specialty roaster and coffee shop in Chia-yi, Taiwan. Visit https://www.facebook.com/ChiaYiJ11/ for more information. ","A richly sweet, nut-toned house blend with a narcissus throughline and especially inviting, creamy-smooth mouthfeel.",https://www.coffeereview.com/review/chiayi-blend/,NT $380/227 grams
88,King's Gambit Coffee,Costa Rica Salazar Black Honey,Nov 2021,"Crisply sweet. Pecan, red apple, oak, caramel, lily in aroma and cup. Sweet structure with crisply brisk acidity; velvety mouthfeel. The gently drying finish centers around pecan and oak notes.",https://www.coffeereview.com/review/costa-rica-salazar-black-honey/,,"Belvedere, New Jersey","Llano Bonito de Narajo, Alajuela Province, Costa Rica",Medium-Light,8,7,,8						,8,7,58/76,"Crisply sweet. Pecan, red apple, oak, caramel, lily in aroma and cup. Sweet structure with crisply brisk acidity; velvety mouthfeel. The gently drying finish centers around pecan and oak notes.","Produced by Elizabeth Salazar from trees of the Caturra and Catuai varieties of Arabica, and processed by the black honey method, in which the skins are removed from the fruit but virtually all of the fruit flesh or mucilage is allowed to dry on the beans. King’s Gambit is a specialty coffee roaster based in Belvedere, New Jersey. Visit www.kingsgambitcoffee.com for more information.","A quiet, gently sweet, very crisp black-honey processed Costa Rica cup.",https://www.coffeereview.com/review/costa-rica-salazar-black-honey/,$21.00/12 ounces
96,Hula Daddy Kona Coffee,Holiday Coffee,Nov 2021,"Richly sweet-savory, deep-toned. Baking spices, dark chocolate, date, narcissus, tangerine zest in aroma and cup. Sweetly savory structure with juicy, resonant acidity; plush, creamy mouthfeel. Long, lingering, flavor-saturated finish that leads with baking spices with undertones of dark chocolate and narcissus.",https://www.coffeereview.com/review/holiday-coffee-2/,http://bit.ly/2oBDGmP,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,9,9,,9						,10,9,58/80,"Richly sweet-savory, deep-toned. Baking spices, dark chocolate, date, narcissus, tangerine zest in aroma and cup. Sweetly savory structure with juicy, resonant acidity; plush, creamy mouthfeel. Long, lingering, flavor-saturated finish that leads with baking spices with undertones of dark chocolate and narcissus.","A blend of coffees from the Hula Daddy farm, a boutique coffee producer and roaster with farms at the 1,400- and 2,500-foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. The coffees in this blend were produced at the higher elevation Hula Daddy farm. Available only by phone at 808-327-9744 or by email at [email protected]","A complex, multi-layered, deep-toned holiday blend with sweet spice and floral suggestions, supported by rich chocolate throughout.",https://www.coffeereview.com/review/holiday-coffee-2/,$49.95/8 ounces
