Rating,Roaster,Coffee_Name,Review_Date,Review_Description,Complete_Review_URL,Roaster_Website_URL
93,Paradise Roasters,Guatemala Coffea Diversa Geisha Queen Honey,Feb 2021,"Delicately sweet, floral-toned. Honeysuckle, lemon verbena, pink peppercorn, baking chocolate, hazelnut in aroma and cup. Sweet structure with vibrant, balanced acidity; satiny mouthfeel. Floral-toned finish with hints of baking chocolate.",https://www.coffeereview.com/review/guatemala-coffea-diversa-geisha-queen-honey/,https://paradiseroasters.com/
95,RD Cafe,Ethiopia Yirgacheffe Gotiti Natural,Feb 2021,"Sweetly floral and berry-driven, balanced. Narcissus, blueberry, honey, nutmeg, milk chocolate in aroma and cup. Sweet-tart structure with round, gentle acidity; plush, syrupy-smooth mouthfeel. Finish leads with notes of blueberry and narcissus in the short, consolidating to milk chocolate in the long.",https://www.coffeereview.com/review/ethiopia-yirgacheffe-gotiti-natural/,
95,Red Rooster Coffee Roaster,Ethiopia Demeka Becha,Feb 2021,"Delicate, richly aromatic, distinctively high-toned. Bergamot, jasmine, Meyer lemon zest, cocoa nib, praline in aroma and cup. Sweetly tart, floral structure with juicy, balanced acidity; silky, buoyant mouthfeel. Long, juicy, satisfying finish.",https://www.coffeereview.com/review/ethiopia-demeka-becha/,https://bit.ly/2XuD3GS
93,Jackrabbit Java,Costa Rica Anaerobic,Feb 2021,"Yeasty, richly sweet-savory. Fresh-baked bread, cinnamon, grape candy, baking chocolate, cedar in aroma and cup. Sweet-savory structure with very full, syrupy mouthfeel. The finish consolidates to cinnamon and baking chocolate, supported by fresh-cut cedar.",https://www.coffeereview.com/review/costa-rica-anaerobic-2/,https://jackrabbitjava.com/
92,Jackrabbit Java,Rwanda Triple-Washed,Feb 2021,"Balanced, sweet-toned, floral. Tea rose, cocoa nib, pear, almond, oak in aroma and cup. Sweet structure with balanced, poised acidity; satiny-smooth mouthfeel. The floral-toned finish that leads with notes of tea rose and almond with hints of pear.",https://www.coffeereview.com/review/rwanda-triple-washed/,https://jackrabbitjava.com/
96,Red Rooster Coffee Roaster,Trust the Process — Full Natural,Feb 2021,"Delicate, deep; complex. Pomegranate, macadamia nut, pink grapefruit zest, agave syrup, a hint of fresh dill in aroma and cup. Sweet-savory structure with gently tart, juicy acidity; supple, syrupy mouthfeel. The multi-layered finish, long and inviting, retains all of the flavor and aroma notes from the cup and adds a subtle tropical fruit note suggesting lychee.",https://www.coffeereview.com/review/trust-the-process-full-natural/,https://bit.ly/2XuD3GS
95,Paradise Roasters,Colombia Finca El Caucho Pink Bourbon,Feb 2021,"Very sweet, floral-toned. Freesia, pink grapefruit zest, wild honey, guava, oak in aroma and cup. Balanced, richly sweet structure with high-toned acidity; viscous, satiny mouthfeel. The flavor-saturated finish centers around notes of freesia and pink grapefruit zest.",https://www.coffeereview.com/review/colombia-finca-el-caucho-pink-bourbon/,https://paradiseroasters.com/
95,Kakalove Cafe,Colombia Antioquia Natural Carbonic Maceration Caturra,Feb 2021,"Opulent, richly sweet-tart-savory. Black currant jam, dark chocolate fudge, cherry blossom, toasted pecan, cedar in aroma and cup. Sweet-toned with tart-savory underpinnings; elegant, balanced, high-toned acidity. Deeply chocolaty and fruit-toned in the finish.",https://www.coffeereview.com/review/colombia-antioquia-natural-carbonic-maceration-caturra/,http://www.kakalovecafe.com.tw/
94,Evie's Cafe,Colombia La Gallera Estate,Feb 2021,"Gently bright, richly floral. Raspberry, dark chocolate, macadamia nut, star jasmine, maple syrup in aroma and cup. Sweet-tart-savory structure with straightforward acidity; plush, velvety-smooth mouthfeel. Quietly juicy, round finish with notes of raspberry and dark chocolate. ",https://www.coffeereview.com/review/colombia-la-gallera-estate/,
93,Badbeard’s Microroastery,Colombia Pink Bourbon/Pink Lemonade Collaboration,Feb 2021,"Sweetly tart, floral-driven. Honeysuckle, vanilla bean, cocoa nib, peach, fresh-cut oak in aroma and cup. Crisply sweet structure with gently bright, ripe acidity; very full, viscous mouthfeel. The finish consolidates to notes of peach, vanilla bean and oak.",https://www.coffeereview.com/review/colombia-pink-bourbon-pink-lemonade-collaboration/,
93,Dory Coffee Roasters,Colombia Finca El Paraiso,Feb 2021,"Chocolaty, deeply sweet-savory. Dark chocolate, fresh ginger, plum blossom, lemon verbena, Italian parsley in aroma and cup. Savory-leaning structure with sweet undertones and crisp, citrusy acidity; lively, tannic mouthfeel. Gently drying, chocolaty and spice-toned finish.",https://www.coffeereview.com/review/colombia-finca-el-paraiso/,
93,JBC Coffee Roasters,Aces La Juntas,Feb 2021,"Berry- and chocolate-toned. Strawberry, baking chocolate, cashew butter, lemon zest, elm in aroma and cup. Sweetly tart with juicy acidity; satiny-smooth mouthfeel. The rich-toned finish consolidates to notes of lemon zest, baking chocolate and cashew.",https://www.coffeereview.com/review/aces-la-juntas/,https://www.jbccoffeeroasters.com/product-category/coffee/
93,modcup coffee,Colombia Finca Potosi,Feb 2021,"Caramel- and floral-toned. Salted caramel, lilac, Nutella, orange zest, cedar in aroma and cup. Sweet structure with gentle, round acidity; lightly syrupy, vibrant mouthfeel. Rich, caramelly finish with undertones of Nutella and orange zest.",https://www.coffeereview.com/review/colombia-finca-potosi/,https://www.modcup.com/
94,Blues Brew Coffee,Finca La Maria Geisha Natural,Feb 2021,"Deeply pungent, sweetly savory. Dark chocolate, narcissus, black cherry, cardamom, cashew in aroma and cup. Sweet-savory structure with roundly tart acidity; full, creamy mouthfeel. The floral-toned finish leads with notes of narcissus, balanced by dark chocolate and cashew underneath. ",https://www.coffeereview.com/review/finca-la-maria-geisha-natural-2/,
94,Brioso Coffee,Colombia Java El Edén Limited Edition,Feb 2021,"Explosively floral, tropical. Star jasmine, dark chocolate, pineapple kefir, pistachio, sandalwood in aroma and cup. Deeply sweet structure with lactic undertones and ripe, floral acidity; plush, syrupy-smooth mouthfeel. Notes of star jasmine lead the zesty finish, complicated by gentle kefir-like suggestions. ",https://www.coffeereview.com/review/colombia-java-el-eden-limited-edition/,
94,Plat Coffee Roastery,Colombia Diofanor Ruiz,Feb 2021,"Crisply sweet-tart, fruit-toned. Vanilla yogurt, Ibarra chocolate (chocolate with cinnamon), gardenia, amber, date in aroma and cup. Rich, sweetly tart structure with bright, tangy acidity; syrupy-smooth mouthfeel. Resonant, flavor-laden, long finish.",https://www.coffeereview.com/review/colombia-diofanor-ruiz/,
93,Greater Goods Coffee Roasters,Bright Minds,Feb 2021,"Richly spice-toned, gently floral. Star anise, baking chocolate, lavender, vanilla, cedar in aroma and cup. Sweetly tart with pert acidity; very smooth, silky mouthfeel. The quietly flavor-laden finish centers around chocolate, lavender and star anise.",https://www.coffeereview.com/review/bright-minds/,
93,modcup coffee,Finca Potosi Anaerobic,Feb 2021,"Fruit-forward, sweetly fermenty. Plum wine, almond butter, sassafras, oak, baking chocolate in aroma and cup. Sweet-savory structure with gentle, fruity acidity; full, viscous mouthfeel. Chocolaty finish, supported by notes of plum wine and sassafras.",https://www.coffeereview.com/review/finca-potosi-anaerobic/,https://www.modcup.com/
94,JBC Coffee Roasters,Angamaza,Feb 2021,"Bright, delicately fruit-toned. Raspberry jam, rhododendron, white pepper, maple syrup, cedar in aroma and cup. Sweet-toned with crisp, vibrant acidity. Silky, buoyant mouthfeel. Balanced, resonant finish with lingering notes of raspberry and white pepper.",https://www.coffeereview.com/review/angamaza/,https://www.jbccoffeeroasters.com/product-category/coffee/
92,RamsHead Coffee Roasters,Colombia La Virgen Microlot,Feb 2021,"Deep-toned, cocoa-driven. Cocoa powder, golden raisin, molasses, magnolia, fresh-cut fir in aroma and cup. Sweet-toned in structure with brisk acidity; velvety-smooth mouthfeel. The crisp, cocoa-toned finish is supported by notes of magnolia and fresh-cut fir.",https://www.coffeereview.com/review/colombia-la-virgen-microlot/,https://bit.ly/2P8dTQf
93,JBC Coffee Roasters,Rayo del Sol,Feb 2021,"High-toned, floral and chocolaty. Dark chocolate, narcissus, almond, brown sugar, apricot in aroma and cup. Sweetly tart with bright acidity; satiny-smooth mouthfeel. The finish centers around notes of dark chocolate and narcissus.",https://www.coffeereview.com/review/rayo-del-sol/,https://www.jbccoffeeroasters.com/product-category/coffee/
93,JBC Coffee Roasters,Rock the House Blend,Feb 2021,"Cocoa-toned, richly sweet. Baking chocolate, date, hazelnut, thyme, a hint of gardenia in aroma and cup. Sweet in structure with gentle, round acidity; lightly syrupy mouthfeel. Chocolaty, sweetly nut-toned finish.",https://www.coffeereview.com/review/rock-the-house-blend/,https://www.jbccoffeeroasters.com/product-category/coffee/
92,Spirit Animal Coffee,Honduras Catuai/Bourbon,Jan 2021,"Crisply sweet, nut-toned. Nutella, plum, cedar, orange zest, a hint of lily in aroma and cup. Sweet structure with gentle, round acidity; velvety-smooth mouthfeel. Floral- and nut-toned finish. ",https://www.coffeereview.com/review/honduras-catuai-bourbon/,https://spiritanimalcoffee.com/
95,One Fresh Cup,Ethiopia Rhapsody Espresso,Jan 2021,"Evaluated as espresso. High-toned, richly aromatic, juicy and bright. Bing cherry, dark chocolate, fresh-cut cedar, narcissus-like flowers, marjoram in aroma and small cup. Very full, syrupy mouthfeel; resonant, flavor-saturated finish. Concentrated and balanced in three parts milk: floral, tartly fruit-forward, very chocolaty.",https://www.coffeereview.com/review/ethiopia-rhapsody-espresso/,
91,One Fresh Cup,Classic Espresso Blend,Jan 2021,"Evaluated as espresso. Crisp, sweetly spice-toned. Baking chocolate, nutmeg, lily, gently scorched oak, pear in aroma and small cup. Velvety mouthfeel; crisp, chocolaty, wood-framed finish. Pleasantly smoky and cocoa-toned in three parts milk.",https://www.coffeereview.com/review/classic-espresso-blend/,
95,Paradise Roasters,Kona Geisha Champagne Natural,Jan 2021,"Deeply, delicately aromatic, high-toned. Strawberry guava, cocoa nib, mandarinquat, brown sugar, hazelnut in aroma in cup. Sweetly tart with bright, balanced acidity; silky, lightly viscous mouthfeel. Flavor-saturated, long, engaging finish.",https://www.coffeereview.com/review/kona-geisha-champagne-natural/,https://paradiseroasters.com/
95,PT's Coffee Roasting Co.,Dafis Abafita Natural Ethiopia,Jan 2021,"Subtly complex, nuanced, high-toned. Mulberry, cocoa nib, tangerine zest, thyme, agave syrup in aroma and cup. Sweet-tart structure with bright, juicy acidity; plush, viscous mouthfeel. The resonant, flavor-saturated finish carries forward all the flavor notes from the cup.",https://www.coffeereview.com/review/dafis-abafita-natural-ethiopia/,https://www.ptscoffee.com
95,Kakalove Cafe,Berg Wu Championship Sidamo Washed G1 Lot 20-02,Jan 2021,"Subtly and sweetly rich, deeply savory. Boysenberry, cocoa nib, fine musk, honeysuckle, oak in aroma and cup. Sweet-savory structure with juicy acidity; crisp, syrupy mouthfeel. The finish resonates with layers of perfumy florals.",https://www.coffeereview.com/review/berg-wu-championship-sidamo-washed-g1-lot-20-02/,http://www.kakalovecafe.com.tw/
94,Big Island Coffee Roasters,Ka’u Yellow Bourbon,Jan 2021,"Juicy-sweet, high-toned, multi-layered. Strawberry guava, star jasmine, hazelnut, amber, cocoa nib in aroma and cup. Brightly sweet-tart structure with vibrant acidity; lively, satiny-smooth mouthfeel. Fruit- and floral-toned finish.",https://www.coffeereview.com/review/kau-yellow-bourbon/,https://bit.ly/2Bfk9hI
95,Kakalove Cafe,Ethiopia Natural Hambela Wate,Jan 2021,"Very sweet, fruit-toned. Date, rum barrel, narcissus, dark chocolate, marjoram in aroma and cup. Sweet-tart structure with bright, juicy acidity; plush, syrupy-smooth mouthfeel. Long, complex, harmonious finish.",https://www.coffeereview.com/review/ethiopia-natural-hambela-wate/,http://www.kakalovecafe.com.tw/
93,Nostalgia Coffee Roasters,Kenya Nyeri,Jan 2021," Vibrantly sweet-tart, balanced. Lemon drop, red currant, cocoa nib, almond butter, cedar in aroma and cup. Sweetly tart structure with bright, vibrant acidity; crisp, satiny mouthfeel. Finish consolidates to notes of citrusy cocoa and red currant.",https://www.coffeereview.com/review/kenya-nyeri-3/,http://bit.ly/2WmKMJ9
94,PT's Coffee Roasting Co.,Kinini Village Rwanda,Jan 2021,"Citrusy and cocoa-toned. Lemon verbena, baking chocolate, black raspberry, hazelnut, fresh-cut oak in aroma and cup. Sweetly tart structure with crisp, vibrant acidity; smooth, syrupy mouthfeel. Lemon and raspberry notes carry the finish, supported by deep hazelnut tones.",https://www.coffeereview.com/review/kinini-village-rwanda/,https://www.ptscoffee.com
94,Kakalove Cafe,Ethiopia Natural Guji Uraga G1 Lot 20-05,Jan 2021,"Richly aromatic, sweetly tart, deeply savory. Lilac, dark chocolate, lemon drop, pink grapefruit zest, shiitake mushroom in aroma and cup. Harmonious sweet-tart-savory structure; lyrical, syrupy-smooth mouthfeel. The flavor-saturated finish leads with citrus notes (lemon drop, pink grapefruit zest) in the short, rounding to deep chocolate and sweet mushroom notes in the long.",https://www.coffeereview.com/review/ethiopia-natural-guji-uraga-g1-lot-20-05/,http://www.kakalovecafe.com.tw/
93,Oceana Coffee,Ethiopia Honey Yirgacheffe Koke,Jan 2021,"Fruit-forward, deep-toned. Blueberry jam, dark chocolate, magnolia, lemon verbena, maple syrup in aroma and cup. Sweet structure with pert acidity; full, syrupy mouthfeel. The berry-driven finish is supported by suggestions of dark chocolate and lemon verbena.",https://www.coffeereview.com/review/ethiopia-honey-yirgacheffe-koke/,
93,Big Island Coffee Roasters,Ka’u Lehua Black Honey,Jan 2021,"Sweetly savory, complex. Pipe tobacco, date, narcissus, almond, baking chocolate in aroma and cup. Sweet-toned with lively acidity; very full, creamy mouthfeel. The finish centers on notes of date and pipe tobacco.",https://www.coffeereview.com/review/kau-lehua-black-honey/,https://bit.ly/2Bfk9hI
93,Paradise Roasters,Espresso Havana,Jan 2021,"Evaluated as espresso. Rich, chocolaty, floral. Chocolate fudge, magnolia, blueberry pie, pipe tobacco, almond brittle in aroma and small cup. Crisp, satiny mouthfeel. The chocolaty finish is pleasantly complicated by notes of pipe tobacco. Cappuccino-scaled milk amplifies the chocolate and floral notes.",https://www.coffeereview.com/review/espresso-havana-4/,https://paradiseroasters.com/
92,MT49 Cafe,Taiwan Taitung Luan Mountain Valley of Tears,Jan 2021,"Rich-toned, sweetly savory. Grape candy, salted chocolate, almond, gardenia, sandalwood in aroma and cup. Savory-leaning structure with gentle acidity; syrupy-smooth mouthfeel. Salted chocolate and gardenia notes lead in the long finish, supported by sandalwood.",https://www.coffeereview.com/review/taiwan-taitung-luan-mountain-valley-of-tears/,
91,Paradise Roasters,Thailand Robusta Panid Choosit Espresso,Jan 2021,"Evaluated as espresso. Sweetly tart, nut-toned. Almond butter, carob, lemon zest, date, magnolia in aroma and small cup. Crisp, satiny mouthfeel; nutty finish with hints of carob and lemon zest. In three parts milk, almond and magnolia notes gently harmonize. ",https://www.coffeereview.com/review/thailand-robusta-panid-choosit-espresso/,https://paradiseroasters.com/
94,Kakalove Cafe,Kenya Nyeri Muchoki Estate AA,Jan 2021,"Richly sweet, deeply chocolaty. Milk chocolate, red currant, freesia-like flowers, cedar, maple syrup in aroma and cup. Crisp, sweetly tart structure with vibrant, juicy acidity; plush, viscous mouthfeel. The quiet finish centers around notes of milk chocolate, freesia and maple syrup.",https://www.coffeereview.com/review/kenya-nyeri-muchoki-estate-aa/,http://www.kakalovecafe.com.tw/
90,Paradise Roasters,Thailand Robusta Panid Choosit,Jan 2021,"Sweetly nut-toned. Almond, pie cherry, oak, prairie flowers, baking chocolate in aroma and cup. Sweet structure with brisk acidity; velvety-smooth mouthfeel. Gently drying, sweetly nut-toned finish.",https://www.coffeereview.com/review/thailand-robusta-panid-choosit/,https://paradiseroasters.com/
93,Red Bean Coffee,Bright House Signature Coffee,Jan 2021,"Richly sweet, chocolaty. Dark chocolate, pie cherry, orange zest, lily, fresh-cut oak in aroma and cup. Crisply sweet with brisk acidity; full, creamy mouthfeel. The finish consolidates to notes of chocolate-toned tart cherry with undertones of lily.",https://www.coffeereview.com/review/bright-house-signature-coffee/,
93,Kakalove Cafe,Ethiopia Uraga Dambi Uddo Wet-Fermented,Jan 2021,"Bright, richly floral. Jasmine, cocoa nib, tangerine zest, almond nougat, cedar in aroma and cup. Sweet-tart structure with bright, juicy acidity; full, satiny mouthfeel. The satisfying finish leads with notes of jasmine and tangerine in the short, rounding to almond nougat and cocoa nib in the long.",https://www.coffeereview.com/review/ethiopia-uraga-dambi-uddo-wet-fermented/,http://www.kakalovecafe.com.tw/
92,Red Bean Coffee,Guoxing Taiwan Coffee,Jan 2021,"Deep-toned, richly sweet. Raspberry, brown sugar, lime zest, dark chocolate, baking spices in aroma and cup. Sweet structure with round, lively acidity; crisply smooth, velvety mouthfeel. Baking spices and dark chocolate carry the satisfying finish.",https://www.coffeereview.com/review/guoxing-taiwan-coffee/,
93,Wonderstate Coffee,Peru El Corazon Gesha,Jan 2021,"Rich, deep, chocolaty. Dark chocolate, hazelnut, plum, maple syrup, cedar in aroma and cup. Sweet structure with brisk acidity; velvety-smooth mouthfeel. Chocolaty finish with undertones of almond and fresh-cut cedar.",https://www.coffeereview.com/review/peru-el-corazon-gesha/,http://bit.ly/3nZ3nX1
95,NINETYs Roastery,Fruity Espresso Blend,Jan 2021,"Evaluated as espresso. Bright, balanced, deep, complex. Tamarind, dark chocolate, jasmine, sandalwood, pink grapefruit zest in aroma and small cup. Viscous, syrupy mouthfeel; long, flavor-saturated finish. Three parts milk levels out the high notes while foregrounding fudge-like chocolate and spicy florals, all with undertones of sandalwood.",https://www.coffeereview.com/review/fruity-espresso-blend-2/,
94,Quartet Kaffe,Ethiopia Yirgacheffe Cleopatra Natural,Jan 2021,"Richly sweet-savory, spice- and floral-toned. Dried apricot, tangerine zest, narcissus-like flowers, brown sugar, a hint of thyme in aroma and cup. In structure, sweetly tart and juicy with a savory depth; syrupy-smooth mouthfeel. Spicy florals carry the quietly flavor-saturated finish. ",https://www.coffeereview.com/review/ethiopia-yirgacheffe-cleopatra-natural/,
93,Quartet Kaffe,Ethiopia Hambela Benti G1 Washed,Jan 2021,"High-toned, crisply sweet-tart. Plum, cocoa nib, maple syrup, lilac, cedar in aroma and cup. Sweetly tart structure with bright, juicy acidity; satiny mouthfeel. Resonant, flavor-saturated finish: plum and lilac in the short with cedar resurfacing in the long.",https://www.coffeereview.com/review/ethiopia-hambela-benti-g1-washed/,
93,Quartet Kaffe,Taiwan Alluring Scent Estate Natural,Jan 2021,"Delicately sweet-tart. Tamarind, almond, lemon verbena, baking chocolate, freesia in aroma and cup. Sweet in structure with bright acidity; light, silky mouthfeel. The flavor-saturated finish is centered around notes of tamarind and almond. ",https://www.coffeereview.com/review/taiwan-alluring-scent-estate-natural/,
88,Kafe 1804,Revolution Medium Roast,Jan 2021,"Sweetly nut-toned. Roasted hazelnut, cedar, cocoa powder, date, magnolia in aroma and cup. Bittersweet structure with gentle acidity; velvety mouthfeel. The finish consolidates to cocoa-toned hazelnut.",https://www.coffeereview.com/review/revolution-medium-roast/,
93,GK Coffee,Guatemala Sierra Roja Geisha,Jan 2021,"Rich-toned, crisp, sweetly bright. Pink grapefruit zest, lavender, cocoa nib, sandalwood, apricot in aroma and cup. Delicate, juicy-sweet in structure; silky-smooth mouthfeel. The quietly complex finish consolidates to apricot and lavender. ",https://www.coffeereview.com/review/guatemala-sierra-roja-geisha/,https://www.gkcoffee.com.tw
86,Kafe 1804,Independence Dark Roast,Jan 2021,"Smoky-sweet, chocolaty. Scorched mesquite, dark chocolate, gardenia, vanilla, roasted almond in aroma and cup. Sweet-toned with brisk acidity; light, delicate mouthfeel. Smoky chocolate notes are supported by scorched mesquite and gardenia in the finish. ",https://www.coffeereview.com/review/independence-dark-roast/,
94,RamsHead Coffee Roasters,Ethiopia Yirgacheffe Dumerso G1 Natural,Jan 2021,"Sweetly fruit-toned, crisply tart. Raspberry, honeysuckle, almond, lemon zest, caramel in aroma and cup. Sweet-tart structure with juicy acidity; full, syrupy-smooth mouthfeel. The finish consolidates to raspberry and caramel notes.",https://www.coffeereview.com/review/ethiopia-yirgacheffe-dumerso-g1-natural/,https://bit.ly/2P8dTQf
93,RamsHead Coffee Roasters,Guatemala Acetenango Gesha Lot 2,Jan 2021,"Cocoa-and spice-toned. Cocoa powder, cherry, fir, hazelnut, cinnamon in aroma and cup. Sweet structure with bright acidity; full, satiny mouthfeel. The finish is nutty and cocoa-driven, supported by hints of cherry and fir.",https://www.coffeereview.com/review/guatemala-gesha/,https://bit.ly/2P8dTQf
94,Euphora Coffee,Guatemala Santa Felisa Solar Eclipse Gesha Natural,Jan 2021,"Sweet-toned, delicately floral. Raspberry, narcissus, cocoa nib, almond, agave syrup in aroma and cup. Deeply sweet structure with rich, vibrant acidity; full, viscous mouthfeel. The finish leads with notes of raspberry and agave in the short, rounding to cocoa nib in the long.",https://www.coffeereview.com/review/guatemala-santa-felisa-solar-eclipse-gesha-natural/,https://www.euphoracoffeestudio.com/categories/coffee-review
93,Sunny's Coffee,Guatemala Acatenango,Jan 2021,"Crisply sweet, gently resonant. Freesia, apricot, pistachio, maple syrup, cedar in aroma and cup. Sweetly savory structure with round acidity; full, syrupy mouthfeel. The finish consolidates to notes of apricot and pistachio.",https://www.coffeereview.com/review/guatemala-acatenango/,
93,Sunny's Coffee,Kenya Gachatha AB,Jan 2021,"Sweetly spice-toned. Black currant, tea rose, pink peppercorn, toffee, oak in aroma and cup. Sweet structure with bright, juicy acidity; crisp, velvety mouthfeel. The quiet finish consolidates to notes of black currant and pink peppercorn.",https://www.coffeereview.com/review/kenya-gachatha-ab/,
94,Finca Tasta,Coral,Jan 2021,"Gently fruit-toned, harmonious and balanced. Strawberry, almond nougat, sandalwood, narcissus, lemon verbena in aroma and cup. Sweetly tart with juicy, bright acidity; vibrant, syrupy mouthfeel. Nicely composed finish centered around strawberry and sandalwood notes.",https://www.coffeereview.com/review/coral/,
92,Finca Tasta,Zafiro,Jan 2021,"Complex, sweet-savory. Tamarind, cocoa nib, marzipan, freesia-like flowers, thyme in aroma and cup. Savory-leaning structure with gentle acidity; very full, syrupy-smooth mouthfeel. A crisp finish leads with notes of freesia and tamarind, supported by cocoa nib and thyme.",https://www.coffeereview.com/review/zafiro/,
93,Coffee Please,Colombia La Esperanza Winey Natural,Jan 2021,"Crisply deep-toned; rich, complex. Dark chocolate, cedar, musk, dried apricot, red wine grape in aroma and cup. Sweet in structure with bright acidity. The rich-toned finish consolidates to red wine grape and musk.",https://www.coffeereview.com/review/columbia-la-esperanza-winey-natural/,https://www.facebook.com/CoffeepleaseTW/
92,Coffee Please,Costa Rica Cumbres Del Poas Anaerobic,Jan 2021,"Richly savory, sweetly herb-toned. Walnut, orange zest, spearmint, freesia-like flowers, brown sugar in aroma and cup. Sweet-savory structure with round, gentle acidity; crisp, satiny mouthfeel. The richly drying, bittersweet finish centers on notes of walnut and brown sugar.",https://www.coffeereview.com/review/costa-rica-cumbres-del-poas-anaerobic/,https://www.facebook.com/CoffeepleaseTW/
89,Yum China,Super Instant Coffee,Jan 2021,"Sweetly caramelly and briskly cocoa-toned. Dark caramel, baking chocolate, fresh-cut fir, raisin, hints of pear and carnation in aroma and cup. Crisply bittersweet in structure, with backgrounded acidity. Smooth but lean mouthfeel. Dry chocolate and raisin dominate in a sweet but gently bitter-leaning finish. ",https://www.coffeereview.com/review/super-instant-coffee/,
93,Durango Coffee Company,Costa Rica Las Lajas Red Honey,Jan 2021,"Gently sweet-tart, complexly layered. Blueberry jam, jasmine, almond, cedar, caramel in aroma and cup. Fruit-forward structure with gentle acidity; full, syrupy mouthfeel. Finish consolidates to notes of blueberry and caramel with undertones of cedar.",https://www.coffeereview.com/review/costa-rica-las-lajas-perla-negra/,https://www.durangocoffee.com/
92,Revel Coffee,Papua New Guinea Kenta,Jan 2021,"Richly sweet, caramel-toned. Caramel, grapefruit zest, magnolia, oak, a hint of thyme in aroma and cup. Sweet-toned structure with gentle acidity; very full, syrupy mouthfeel. Caramelly finish with undertones of grapefruit zest and oak.",https://www.coffeereview.com/review/papua-new-guinea-kenta/,https://revelcoffee.com/
95,94 Fresh Coffee,Ethiopia Guji Goro Muda Washed G1,Jan 2021,"High-toned, floral. Star jasmine, apricot, lemon verbena, maple syrup, marjoram in aroma and cup. Crisply sweet with vibrant, delicate acidity; silky-smooth mouthfeel. Flavor-saturated short finish with notes of star jasmine and lemon verbena, supported by a hint of marjoram, extending into the long.",https://www.coffeereview.com/review/ethiopia-guji-goro-muda-washed-g1/,
94,Normandy Coffee Thai Cuisine,Ethiopian Guji Ana Sora Alcoholic Natural G1,Jan 2021,"Winy and fruit-toned. Wine barrel, cherry pie, sandalwood, agave syrup, gardenia in aroma and cup. Sweetly tart with citrusy acidity; plush, syrupy mouthfeel. The finish is crisp, tannic, and fruity-floral.",https://www.coffeereview.com/review/ethiopian-guji-ana-sora-alcoholic-natural-g1/,
92,Kauai Coffee Company,Rum Barrel Aged Kauai Coffee,Dec 2020,"Deep-toned, sweetly fermenty. Oak barrel, chocolate fudge, raspberry, freesia-like flowers, a hint of rum in aroma and cup. Sweet structure with gentle, round acidity; satiny-smooth mouthfeel. Chocolaty, oak-toned finish with rum undertones.",https://www.coffeereview.com/review/rum-barrel-aged-kauai-coffee/,
96,Big Shoulders Coffee,Panama Hacienda La Esmeralda Gesha,Dec 2020,"Complex, floral- and citrus-toned. Lilac, cocoa nib, tangerine zest, apricot, sandalwood in aroma and cup. Delicately sweet-tart with juicy acidity; very full, syrupy mouthfeel. The deeply flavor-saturated finish resonates on and on.",https://www.coffeereview.com/review/panama-hacienda-la-esmeralda-gesha-2/,https://www.bigshoulderscoffee.com/
95,Paradise Roasters,Ethiopia Cup of Excellence Guji Natural,Dec 2020,"Complex, bright, citrusy. Meyer lemon zest, cocoa nib, dried hibiscus flowers, marjoram, red plum in aroma and cup. Sweetly tart with crisp but juicy acidity; lightly viscous, satiny mouthfeel. Layered finish with citrus and cocoa at the center.",https://www.coffeereview.com/review/ethiopia-cup-of-excellence-guji-natural/,https://paradiseroasters.com/
95,Souvenir Coffee,Ethiopia Sidama Telamo FTO Natural,Dec 2020,"Delicate, high-toned, elegantly fruit-driven. Wild strawberry, tangerine zest, cocoa nib, sandalwood, thyme in aroma and cup. Bright, sweetly tart structure with juicy acidity; silky-smooth, lilting mouthfeel. The resonant finish is saturated with flavor notes from aroma and cup in harmonious balance.",https://www.coffeereview.com/review/ethiopia-sidama-telamo-fto-natural/,
94,Paradise Roasters,Ethiopia Guji Laayyoo Natural,Dec 2020,"Richly sweet-tart, brightly fruit-forward. Pomegranate, cocoa nib, butterscotch, hazelnut, passionflower in aroma in cup. Sweet-savory in structure with citrusy acidity; crisply smooth mouthfeel. Quiet, cocoa-toned finish with sweet hazelnut undertones.",https://www.coffeereview.com/review/ethiopia-guji-laayyoo-natural/,https://paradiseroasters.com/
93,Big Shoulders Coffee,Peru Wilmer Alarcon Mirez,Dec 2020,"Richly aromatic, chocolaty. Dark chocolate, Bing cherry, pink grapefruit zest, lily, fresh-cut oak in aroma and cup. Crisply sweet with brisk acidity; plush, creamy mouthfeel. The finish consolidates to chocolate-covered cherry with lily undertones.",https://www.coffeereview.com/review/peru-wilmer-alarcon-mirez/,https://www.bigshoulderscoffee.com/
93,Paradise Roasters,Hawai’i Ka’u Champagne Natural,Dec 2020,"Deeply sweet, tropical. Pineapple, lychee, baking chocolate, jasmine, lemon verbena in aroma and cup. Sweetly tart with very lively, phosphoric acidity; silky-smooth mouthfeel. The finish is fruit-driven with jasmine undertones.",https://www.coffeereview.com/review/hawaii-kau-champagne-natural/,https://paradiseroasters.com/
93,Big Shoulders Coffee,Guatemala Bella Carmona,Dec 2020,"Chocolaty, floral-toned. Baking chocolate, honeysuckle, date, almond butter, cedar in aroma and cup. Sweet structure with bright acidity; satiny-smooth mouthfeel. Baking chocolate and honeysuckle, supported by cedar, carry the finish.",https://www.coffeereview.com/review/guatemala-bella-carmona-4/,https://www.bigshoulderscoffee.com/
